condition,outcome,median_hierarchy_ate,mean_hierarchy_ate,difference,absolute_difference,scale_width,normalized_difference,normalized_absolute_difference
Social justice,distrust_post,-0.85,-0.8433333333333334,0.006666666666666599,0.006666666666666599,100,6.666666666666599e-5,6.666666666666599e-5
Social justice,donation_ams,0.12,0.10033333333333333,-0.019666666666666666,0.019666666666666666,10,-0.0019666666666666665,0.0019666666666666665
Social justice,funding_perceptions,0.8500000000000001,0.98,0.1299999999999999,0.1299999999999999,100,0.0012999999999999989,0.0012999999999999989
Social justice,inst_trust_mean,0.8,0.66,-0.14,0.14,100,-0.0014000000000000002,0.0014000000000000002
Social justice,newsletter_signup,0.0085,0.0084,-1.0000000000000113e-4,1.0000000000000113e-4,1,-1.0000000000000113e-4,1.0000000000000113e-4
Social justice,policy_general,1.25,1.3466666666666667,0.09666666666666668,0.09666666666666668,100,9.666666666666668e-4,9.666666666666668e-4
Social justice,policy_role_mean,1.1,1.28,0.17999999999999994,0.17999999999999994,100,0.0017999999999999993,0.0017999999999999993
Social justice,policy_specific_mean,0.8999999999999999,0.95,0.050000000000000044,0.050000000000000044,100,5.000000000000004e-4,5.000000000000004e-4
Social justice,trust_multidimensional,1,0.9866666666666667,-0.013333333333333308,0.013333333333333308,100,-1.3333333333333307e-4,1.3333333333333307e-4
Social justice,trust_post,1.1,0.9933333333333334,-0.10666666666666669,0.10666666666666669,100,-0.001066666666666667,0.001066666666666667
